תקופה,שם לקוח,מקט,שם פריט,כמות,מחיר,מחיר תקליט,סהכ לפריט
דצמבר 2025,קינג קונג נהריה (שי),118,"בצל אדום,קג",7,5.86,כן,41.08
דצמבר 2025,קינג קונג נהריה (שי),118,"בצל אדום,קג",65,6.91,כן,449.76
דצמבר 2025,קינג קונג נהריה (שי),1456,"בצל ירוק מהדרין,חבילה",661,3.8,לא,2511.8
דצמבר 2025,קינג קונג נהריה (שי),714,"בצל מקולף גלאט,קג",245,6.6,כן,1618.1
דצמבר 2025,קינג קונג נהריה (שי),400,"גזר,קג",205,3.97,כן,815.79
דצמבר 2025,קינג קונג נהריה (שי),78,"ג'ינג'ר,קג",33,21,לא,693
דצמבר 2025,קינג קונג נהריה (שי),1299,"גלנגל קפוא,חבילה",23,16,לא,368
דצמבר 2025,קינג קונג נהריה (שי),79,"זוקיני,קג",2,9.54,כן,19.08
דצמבר 2025,קינג קונג נהריה (שי),79,"זוקיני,קג",2,11.01,כן,22.02
דצמבר 2025,קינג קונג נהריה (שי),79,"זוקיני,קג",2,13.11,כן,26.22
דצמבר 2025,קינג קונג נהריה (שי),79,"זוקיני,קג",3,13.42,כן,40.28
דצמבר 2025,קינג קונג נהריה (שי),79,"זוקיני,קג",1,13.63,כן,13.63
דצמבר 2025,קינג קונג נהריה (שי),884,"זיכוי,יחידה",-1,70,לא,-70
דצמבר 2025,קינג קונג נהריה (שי),884,"זיכוי,יחידה",-1,87.5,לא,-87.5
דצמבר 2025,קינג קונג נהריה (שי),884,"זיכוי,יחידה",-1,99.5,לא,-99.5
דצמבר 2025,קינג קונג נהריה (שי),1761,"חסה לאליק מהדרין,נספאק",0,8.8,לא,0
דצמבר 2025,קינג קונג נהריה (שי),1413,"חסה סלנובה מהדרין,יחידה",127,9,לא,1143
דצמבר 2025,קינג קונג נהריה (שי),989,"חסה פקצוי מהדרין (זוג),נספאק",80,7.4,לא,592
דצמבר 2025,קינג קונג נהריה (שי),1663,"חסה קיסר זוג מהדרין,נספאק",355,8.5,לא,3017.5
דצמבר 2025,קינג קונג נהריה (שי),116,"כוסברה מהדרין,חבילה",20,3.5,לא,70
דצמבר 2025,קינג קונג נהריה (שי),1454,"כוסברה מהדרין,קג",34,19.5,לא,663
דצמבר 2025,קינג קונג נהריה (שי),629,"כוסברה מיקרו,נספאק",11,7,לא,77
דצמבר 2025,קינג קונג נהריה (שי),809,"כרוב לבן גולמי,קג",18,3.08,כן,55.56
דצמבר 2025,קינג קונג נהריה (שי),809,"כרוב לבן גולמי,קג",3,5.08,כן,15.24
דצמבר 2025,קינג קונג נהריה (שי),809,"כרוב לבן גולמי,קג",12,5.39,כן,64.76
דצמבר 2025,קינג קונג נהריה (שי),809,"כרוב לבן גולמי,קג",9,6.44,כן,58.02
דצמבר 2025,קינג קונג נהריה (שי),156,"כרישה/פרסה,קג",10,14.16,כן,141.64
דצמבר 2025,קינג קונג נהריה (שי),156,"כרישה/פרסה,קג",5,14.68,כן,73.44
דצמבר 2025,קינג קונג נהריה (שי),730,"ליים,קג",49,13.11,כן,642.61
דצמבר 2025,קינג קונג נהריה (שי),1685,"לימון סוג א,קג",161,12.06,כן,1942.38
דצמבר 2025,קינג קונג נהריה (שי),985,"לימון,קג",5,6.5,לא,32.5
דצמבר 2025,קינג קונג נהריה (שי),1074,"מלפפון,קג",60,7.02,כן,421.47
דצמבר 2025,קינג קונג נהריה (שי),1074,"מלפפון,קג",75,7.39,כן,554.4
דצמבר 2025,קינג קונג נהריה (שי),1074,"מלפפון,קג",75,7.96,כן,597.71
דצמבר 2025,קינג קונג נהריה (שי),1074,"מלפפון,קג",80,8.07,כן,645.96
דצמבר 2025,קינג קונג נהריה (שי),1074,"מלפפון,קג",35,8.27,כן,289.59
דצמבר 2025,קינג קונג נהריה (שי),1074,"מלפפון,קג",10,8.49,כן,84.94
דצמבר 2025,קינג קונג נהריה (שי),269,"נבטים בתפזורת,קג",222,7.7,לא,1709.4
דצמבר 2025,קינג קונג נהריה (שי),135,"נענע מהדרין,חבילה",72,4.5,לא,324
דצמבר 2025,קינג קונג נהריה (שי),1458,"נענע מהדרין,קג",5,19,לא,95
דצמבר 2025,קינג קונג נהריה (שי),282,"סלק מיקרו,נספאק",16,7,לא,112
דצמבר 2025,קינג קונג נהריה (שי),1216,"סלק,קג",7,4.18,כן,29.32
דצמבר 2025,קינג קונג נהריה (שי),1216,"סלק,קג",40,4.92,כן,196.98
דצמבר 2025,קינג קונג נהריה (שי),117,"סלרי עלים מהדרין,חבילה",3,4.8,לא,14.4
דצמבר 2025,קינג קונג נהריה (שי),344,"עגבניה אשכול,קג",3,8.44,כן,25.32
דצמבר 2025,קינג קונג נהריה (שי),344,"עגבניה אשכול,קג",1,9.43,כן,9.43
דצמבר 2025,קינג קונג נהריה (שי),344,"עגבניה אשכול,קג",3,11.32,כן,33.98
דצמבר 2025,קינג קונג נהריה (שי),344,"עגבניה אשכול,קג",4,11.74,כן,46.99
דצמבר 2025,קינג קונג נהריה (שי),344,"עגבניה אשכול,קג",4,11.95,כן,47.83
דצמבר 2025,קינג קונג נהריה (שי),344,"עגבניה אשכול,קג",1,12.27,כן,12.27
דצמבר 2025,קינג קונג נהריה (שי),1467,"עגבניות מגי,נספאק",10,21.51,כן,215.14
דצמבר 2025,קינג קונג נהריה (שי),563,"עגבניות שרי תמר,קג",2,19.41,כן,38.82
דצמבר 2025,קינג קונג נהריה (שי),563,"עגבניות שרי תמר,קג",2,20.46,כן,40.92
דצמבר 2025,קינג קונג נהריה (שי),126,"עירית מהדרין,נספאק",34,4,לא,136
דצמבר 2025,קינג קונג נהריה (שי),1016,"עלי קישוט,יחידה",243,1.3,לא,315.9
דצמבר 2025,קינג קונג נהריה (שי),1511,"פומלית,קג",5,6.28,כן,31.44
דצמבר 2025,קינג קונג נהריה (שי),1511,"פומלית,קג",8,6.91,כן,55.35
דצמבר 2025,קינג קונג נהריה (שי),1511,"פומלית,קג",10,7.86,כן,78.64
דצמבר 2025,קינג קונג נהריה (שי),65,"פטריות א-ת,קג",7,25.4,לא,177.8
דצמבר 2025,קינג קונג נהריה (שי),76,"פטריות ב-ת,קג",20,17.4,לא,348
דצמבר 2025,קינג קונג נהריה (שי),1421,"פלפל אדום,קג",2,8.65,כן,17.3
דצמבר 2025,קינג קונג נהריה (שי),1421,"פלפל אדום,קג",5,8.75,כן,43.78
דצמבר 2025,קינג קונג נהריה (שי),1421,"פלפל אדום,קג",1,8.8,כן,8.8
דצמבר 2025,קינג קונג נהריה (שי),1421,"פלפל אדום,קג",1,9.54,כן,9.54
דצמבר 2025,קינג קונג נהריה (שי),1421,"פלפל אדום,קג",3,10.38,כן,31.15
דצמבר 2025,קינג קונג נהריה (שי),645,"פלפל חלפיניו (ירוק),קג",7,26,לא,182
דצמבר 2025,קינג קונג נהריה (שי),740,"פלפל פדרון קלסיקו,קג",1,38.5,לא,38.5
דצמבר 2025,קינג קונג נהריה (שי),1015,"פרח מאכל לוונדר,נספאק",12,13,לא,156
דצמבר 2025,קינג קונג נהריה (שי),119,"צ'ילי אדום,קג",26,20.5,לא,533
דצמבר 2025,קינג קונג נהריה (שי),888,"צנונית,חבילה",25,3.9,לא,97.5
דצמבר 2025,קינג קונג נהריה (שי),1327,"קישוא,קג",1,9.22,כן,9.22
דצמבר 2025,קינג קונג נהריה (שי),1328,"קפיר ליים טרי,נספאק",8,25,לא,200
דצמבר 2025,קינג קונג נהריה (שי),357,"רוקט מיקרו,נספאק",1,8,לא,8
דצמבר 2025,קינג קונג נהריה (שי),312,"שאלוט מקולף,קג",17,29,לא,493
דצמבר 2025,קינג קונג נהריה (שי),190,"שום קלוף מובחר,קג",44,27,לא,1188
דצמבר 2025,קינג קונג נהריה (שי),1010,"שיסו אדום מיקרו,נספאק",1,8,לא,8
דצמבר 2025,קינג קונג נהריה (שי),634,"שעועית,קג",9,28.33,כן,255.05
דצמבר 2025,קינג קונג נהריה (שי),634,"שעועית,קג",22,29.38,כן,646.56
דצמבר 2025,קינג קונג נהריה (שי),634,"שעועית,קג",7,29.91,כן,209.4
דצמבר 2025,קינג קונג נהריה (שי),634,"שעועית,קג",13,31.38,כן,407.99
דצמבר 2025,קינג קונג נהריה (שי),1503,"תפוז רגיל,קג",10,8.91,כן,89.14
דצמבר 2025,קינג קונג נהריה (שי),264,"תרד בייבי מהדרין,קג",47.5,26.8,לא,1273
דצמבר 2025,קינג קונג נהריה (שי),208,"תרד,קג",4,14.8,לא,59.2
דצמבר 2025,קינג קונג קריות,1968,"אגוזי קשיו,קג",23,31.5,לא,724.5
דצמבר 2025,קינג קונג קריות,811,"אמריטוס מיקרו,נספאק",4,8,לא,32
דצמבר 2025,קינג קונג קריות,538,"אספרגוס בינוני,חבילה",7,22.8,לא,159.6
דצמבר 2025,קינג קונג קריות,1943,"בוטנים ללא קליפה,קג",9,10.92,לא,98.28
דצמבר 2025,קינג קונג קריות,28,"בזיליקום,קג",29,18.4,לא,533.6
דצמבר 2025,קינג קונג קריות,1762,"בטטה יפנית,קג",6,16,לא,96
דצמבר 2025,קינג קונג קריות,927,"בטטה לבנה,קג",22,16,לא,352
דצמבר 2025,קינג קונג קריות,928,"בטטה סגולה,קג",13,16,לא,208
דצמבר 2025,קינג קונג קריות,1198,"בננה,קג",6,8.07,כן,48.44
דצמבר 2025,קינג קונג קריות,1198,"בננה,קג",16,8.33,כן,133.39
דצמבר 2025,קינג קונג קריות,1198,"בננה,קג",3,9.01,כן,27.05
דצמבר 2025,קינג קונג קריות,118,"בצל אדום,קג",2,5.86,כן,11.73
דצמבר 2025,קינג קונג קריות,118,"בצל אדום,קג",26,6.91,כן,179.9
דצמבר 2025,קינג קונג קריות,309,"בצל ירוק,קג",80,11.9,לא,952
דצמבר 2025,קינג קונג קריות,103,"בצל מקולף ללא שורש,קג",220,8.17,כן,1799.49
דצמבר 2025,קינג קונג קריות,400,"גזר,קג",225,3.97,כן,895.38
דצמבר 2025,קינג קונג קריות,78,"ג'ינג'ר,קג",33,21,לא,693
דצמבר 2025,קינג קונג קריות,1299,"גלנגל קפוא,חבילה",23,16,לא,368
דצמבר 2025,קינג קונג קריות,79,"זוקיני,קג",3,9.54,כן,28.63
דצמבר 2025,קינג קונג קריות,79,"זוקיני,קג",3,11.01,כן,33.04
דצמבר 2025,קינג קונג קריות,79,"זוקיני,קג",4,13.11,כן,52.45
דצמבר 2025,קינג קונג קריות,79,"זוקיני,קג",4,13.42,כן,53.71
דצמבר 2025,קינג קונג קריות,79,"זוקיני,קג",1,13.63,כן,13.63
דצמבר 2025,קינג קונג קריות,784,"חסה אמריקאית ארוז,יחידה",519,3.8,לא,1972.2
דצמבר 2025,קינג קונג קריות,1817,"חסה לאליק אדום,נספאק",43,8.8,לא,378.4
דצמבר 2025,קינג קונג קריות,871,"חסה סלנובה,נספאק",30,8.5,לא,255
דצמבר 2025,קינג קונג קריות,447,"חסה פקצ'וי,יחידה",114,3.7,לא,421.8
דצמבר 2025,קינג קונג קריות,629,"כוסברה מיקרו,נספאק",12,7,לא,84
דצמבר 2025,קינג קונג קריות,106,"כוסברה,קג",66,10.3,לא,679.8
דצמבר 2025,קינג קונג קריות,809,"כרוב לבן גולמי,קג",21,3.08,כן,64.82
דצמבר 2025,קינג קונג קריות,809,"כרוב לבן גולמי,קג",9,5.39,כן,48.57
דצמבר 2025,קינג קונג קריות,809,"כרוב לבן גולמי,קג",9,6.44,כן,58.02
דצמבר 2025,קינג קונג קריות,730,"ליים,קג",20,13.11,כן,262.29
דצמבר 2025,קינג קונג קריות,1685,"לימון סוג א,קג",271,12.06,כן,3269.47
דצמבר 2025,קינג קונג קריות,985,"לימון,קג",0,6.5,לא,0
דצמבר 2025,קינג קונג קריות,1074,"מלפפון,קג",75,7.02,כן,526.83
דצמבר 2025,קינג קונג קריות,1074,"מלפפון,קג",92,7.39,כן,680.06
דצמבר 2025,קינג קונג קריות,1074,"מלפפון,קג",60,7.96,כן,478.17
דצמבר 2025,קינג קונג קריות,1074,"מלפפון,קג",88,8.07,כן,710.55
דצמבר 2025,קינג קונג קריות,1074,"מלפפון,קג",38,8.27,כן,314.41
דצמבר 2025,קינג קונג קריות,269,"נבטים בתפזורת,קג",220,7.7,לא,1694
דצמבר 2025,קינג קונג קריות,51,"נענע,קג",15,12,לא,180
דצמבר 2025,קינג קונג קריות,282,"סלק מיקרו,נספאק",13,7,לא,91
דצמבר 2025,קינג קונג קריות,1216,"סלק,קג",3,4.18,כן,12.56
דצמבר 2025,קינג קונג קריות,1216,"סלק,קג",30,4.92,כן,147.73
דצמבר 2025,קינג קונג קריות,97,"סלרי,יחידה",6,3.5,לא,21
דצמבר 2025,קינג קונג קריות,344,"עגבניה אשכול,קג",2,8.44,כן,16.88
דצמבר 2025,קינג קונג קריות,344,"עגבניה אשכול,קג",2,9.43,כן,18.87
דצמבר 2025,קינג קונג קריות,344,"עגבניה אשכול,קג",4,11.32,כן,45.31
דצמבר 2025,קינג קונג קריות,344,"עגבניה אשכול,קג",2,11.95,כן,23.91
דצמבר 2025,קינג קונג קריות,1467,"עגבניות מגי,נספאק",5,21.51,כן,107.57
דצמבר 2025,קינג קונג קריות,563,"עגבניות שרי תמר,קג",3,19.41,כן,58.24
דצמבר 2025,קינג קונג קריות,563,"עגבניות שרי תמר,קג",5,20.46,כן,102.32
דצמבר 2025,קינג קונג קריות,53,"עירית,קג",36,29.9,לא,1076.4
דצמבר 2025,קינג קונג קריות,1016,"עלי קישוט,יחידה",250,1.3,לא,325
דצמבר 2025,קינג קונג קריות,41,"עשב לימון,קג",18,19.9,לא,358.2
דצמבר 2025,קינג קונג קריות,1511,"פומלית,קג",23,6.28,כן,144.65
דצמבר 2025,קינג קונג קריות,1511,"פומלית,קג",3,6.91,כן,20.75
דצמבר 2025,קינג קונג קריות,1511,"פומלית,קג",9,7.86,כן,70.78
דצמבר 2025,קינג קונג קריות,65,"פטריות א-ת,קג",21,25.4,לא,533.4
דצמבר 2025,קינג קונג קריות,76,"פטריות ב-ת,קג",23,17.4,לא,400.2
דצמבר 2025,קינג קונג קריות,1421,"פלפל אדום,קג",4,8.65,כן,34.6
דצמבר 2025,קינג קונג קריות,1421,"פלפל אדום,קג",8,8.75,כן,70.05
דצמבר 2025,קינג קונג קריות,1421,"פלפל אדום,קג",4,10.38,כן,41.53
דצמבר 2025,קינג קונג קריות,645,"פלפל חלפיניו (ירוק),קג",1,26,לא,26
דצמבר 2025,קינג קונג קריות,1414,"פלפל שישיטו,נספאק",4,16.9,לא,67.6
דצמבר 2025,קינג קונג קריות,1015,"פרח מאכל לוונדר,נספאק",13,13,לא,169
דצמבר 2025,קינג קונג קריות,119,"צ'ילי אדום,קג",35,20.5,לא,717.5
דצמבר 2025,קינג קונג קריות,888,"צנונית,חבילה",16,3.9,לא,62.4
דצמבר 2025,קינג קונג קריות,1328,"קפיר ליים טרי,נספאק",8,25,לא,200
דצמבר 2025,קינג קונג קריות,1339,"קפיר ליים עלים קפוא,יחידה",8,16,לא,128
דצמבר 2025,קינג קונג קריות,63,"רוקולה,קג",3,16,לא,48
דצמבר 2025,קינג קונג קריות,312,"שאלוט מקולף,קג",9,29,לא,261
דצמבר 2025,קינג קונג קריות,190,"שום קלוף מובחר,קג",49,27,לא,1323
דצמבר 2025,קינג קונג קריות,634,"שעועית,קג",12,28.33,כן,340.07
דצמבר 2025,קינג קונג קריות,634,"שעועית,קג",26,29.38,כן,764.12
דצמבר 2025,קינג קונג קריות,634,"שעועית,קג",6,29.91,כן,179.48
דצמבר 2025,קינג קונג קריות,634,"שעועית,קג",16,31.38,כן,502.15
דצמבר 2025,קינג קונג קריות,1503,"תפוז רגיל,קג",6,8.91,כן,53.48
דצמבר 2025,קינג קונג קריות,152,"תרד בייבי,קג",29,20,לא,580
דצמבר 2025,קינג קונג קריות,658,"תרד תורכי,קג",2,20,לא,40
דצמבר 2025,קינג קונג קריות,208,"תרד,קג",2,14.8,לא,29.6
דצמבר 2025,קינג קונג רעננה,1968,"אגוזי קשיו,קג",37.3,31.5,לא,1174.95
דצמבר 2025,קינג קונג רעננה,538,"אספרגוס בינוני,חבילה",7,22.8,לא,159.6
דצמבר 2025,קינג קונג רעננה,1943,"בוטנים ללא קליפה,קג",0,10.92,לא,0
דצמבר 2025,קינג קונג רעננה,28,"בזיליקום,קג",39,18.4,לא,717.6
דצמבר 2025,קינג קונג רעננה,1762,"בטטה יפנית,קג",31,16,לא,496
דצמבר 2025,קינג קונג רעננה,928,"בטטה סגולה,קג",9,16,לא,144
דצמבר 2025,קינג קונג רעננה,1198,"בננה,קג",6,8.07,כן,48.44
דצמבר 2025,קינג קונג רעננה,1198,"בננה,קג",19,8.33,כן,158.4
דצמבר 2025,קינג קונג רעננה,1198,"בננה,קג",1,8.91,כן,8.91
דצמבר 2025,קינג קונג רעננה,1198,"בננה,קג",1,9.01,כן,9.01
דצמבר 2025,קינג קונג רעננה,118,"בצל אדום,קג",41,6.91,כן,283.69
דצמבר 2025,קינג קונג רעננה,68,"בצל ירוק,חבילה",3,3,לא,9
דצמבר 2025,קינג קונג רעננה,309,"בצל ירוק,קג",144,11.9,לא,1713.6
דצמבר 2025,קינג קונג רעננה,103,"בצל מקולף ללא שורש,קג",370,8.17,כן,3026.41
דצמבר 2025,קינג קונג רעננה,400,"גזר,קג",240,3.97,כן,955.08
דצמבר 2025,קינג קונג רעננה,78,"ג'ינג'ר,קג",21,21,לא,441
דצמבר 2025,קינג קונג רעננה,1299,"גלנגל קפוא,חבילה",5,16,לא,80
דצמבר 2025,קינג קונג רעננה,79,"זוקיני,קג",8,9.54,כן,76.35
דצמבר 2025,קינג קונג רעננה,79,"זוקיני,קג",8,11.01,כן,88.11
דצמבר 2025,קינג קונג רעננה,79,"זוקיני,קג",8,13.11,כן,104.91
דצמבר 2025,קינג קונג רעננה,79,"זוקיני,קג",6,13.42,כן,80.57
דצמבר 2025,קינג קונג רעננה,79,"זוקיני,קג",2,13.63,כן,27.27
דצמבר 2025,קינג קונג רעננה,784,"חסה אמריקאית ארוז,יחידה",660,3.8,לא,2508
דצמבר 2025,קינג קונג רעננה,871,"חסה סלנובה,נספאק",53,8.5,לא,450.5
דצמבר 2025,קינג קונג רעננה,447,"חסה פקצ'וי,יחידה",140,3.7,לא,518
דצמבר 2025,קינג קונג רעננה,106,"כוסברה,קג",53,10.3,לא,545.9
דצמבר 2025,קינג קונג רעננה,809,"כרוב לבן גולמי,קג",27,3.08,כן,83.34
דצמבר 2025,קינג קונג רעננה,809,"כרוב לבן גולמי,קג",3,5.08,כן,15.24
דצמבר 2025,קינג קונג רעננה,809,"כרוב לבן גולמי,קג",9,5.39,כן,48.57
דצמבר 2025,קינג קונג רעננה,809,"כרוב לבן גולמי,קג",15,6.44,כן,96.7
דצמבר 2025,קינג קונג רעננה,730,"ליים,קג",8,13.11,כן,104.91
דצמבר 2025,קינג קונג רעננה,1685,"לימון סוג א,קג",310,12.06,כן,3739.99
דצמבר 2025,קינג קונג רעננה,1074,"מלפפון,קג",50,7.02,כן,351.22
דצמבר 2025,קינג קונג רעננה,1074,"מלפפון,קג",90,7.39,כן,665.28
דצמבר 2025,קינג קונג רעננה,1074,"מלפפון,קג",80,7.96,כן,637.56
דצמבר 2025,קינג קונג רעננה,1074,"מלפפון,קג",60,8.07,כן,484.47
דצמבר 2025,קינג קונג רעננה,1074,"מלפפון,קג",30,8.27,כן,248.22
דצמבר 2025,קינג קונג רעננה,1074,"מלפפון,קג",20,8.49,כן,169.89
דצמבר 2025,קינג קונג רעננה,269,"נבטים בתפזורת,קג",228,7.7,לא,1755.6
דצמבר 2025,קינג קונג רעננה,51,"נענע,קג",12,12,לא,144
דצמבר 2025,קינג קונג רעננה,1216,"סלק,קג",25,4.92,כן,123.11
דצמבר 2025,קינג קונג רעננה,344,"עגבניה אשכול,קג",1,11.32,כן,11.32
דצמבר 2025,קינג קונג רעננה,563,"עגבניות שרי תמר,קג",7,19.41,כן,135.9
דצמבר 2025,קינג קונג רעננה,563,"עגבניות שרי תמר,קג",1,19.93,כן,19.93
דצמבר 2025,קינג קונג רעננה,563,"עגבניות שרי תמר,קג",8,20.46,כן,163.71
דצמבר 2025,קינג קונג רעננה,53,"עירית,קג",11.5,29.9,לא,343.85
דצמבר 2025,קינג קונג רעננה,1016,"עלי קישוט,יחידה",130,1.3,לא,169
דצמבר 2025,קינג קונג רעננה,41,"עשב לימון,קג",12,19.9,לא,238.8
דצמבר 2025,קינג קונג רעננה,1511,"פומלית,קג",18,6.28,כן,113.21
דצמבר 2025,קינג קונג רעננה,1511,"פומלית,קג",11,6.91,כן,76.11
דצמבר 2025,קינג קונג רעננה,1511,"פומלית,קג",13,7.86,כן,102.23
דצמבר 2025,קינג קונג רעננה,65,"פטריות א-ת,קג",14,25.4,לא,355.6
דצמבר 2025,קינג קונג רעננה,76,"פטריות ב-ת,קג",22,17.4,לא,382.8
דצמבר 2025,קינג קונג רעננה,1421,"פלפל אדום,קג",10,8.65,כן,86.52
דצמבר 2025,קינג קונג רעננה,1421,"פלפל אדום,קג",16,8.75,כן,140.11
דצמבר 2025,קינג קונג רעננה,1421,"פלפל אדום,קג",4,8.8,כן,35.23
דצמבר 2025,קינג קונג רעננה,1421,"פלפל אדום,קג",3,9.54,כן,28.63
דצמבר 2025,קינג קונג רעננה,1421,"פלפל אדום,קג",10,10.38,כן,103.84
דצמבר 2025,קינג קונג רעננה,645,"פלפל חלפיניו (ירוק),קג",1,26,לא,26
דצמבר 2025,קינג קונג רעננה,740,"פלפל פדרון קלסיקו,קג",3,38.5,לא,115.5
דצמבר 2025,קינג קונג רעננה,119,"צ'ילי אדום,קג",41,20.5,לא,840.5
דצמבר 2025,קינג קונג רעננה,888,"צנונית,חבילה",24,3.9,לא,93.6
דצמבר 2025,קינג קונג רעננה,1339,"קפיר ליים עלים קפוא,יחידה",4,16,לא,64
דצמבר 2025,קינג קונג רעננה,63,"רוקולה,קג",4,16,לא,64
דצמבר 2025,קינג קונג רעננה,312,"שאלוט מקולף,קג",11,29,לא,319
דצמבר 2025,קינג קונג רעננה,190,"שום קלוף מובחר,קג",45,27,לא,1215
דצמבר 2025,קינג קונג רעננה,634,"שעועית,קג",17,28.33,כן,481.77
דצמבר 2025,קינג קונג רעננה,634,"שעועית,קג",30,29.38,כן,881.68
דצמבר 2025,קינג קונג רעננה,634,"שעועית,קג",5,29.91,כן,149.57
דצמבר 2025,קינג קונג רעננה,634,"שעועית,קג",19,31.38,כן,596.3
דצמבר 2025,קינג קונג רעננה,1503,"תפוז רגיל,קג",5,8.91,כן,44.57
דצמבר 2025,קינג קונג רעננה,152,"תרד בייבי,קג",59,20,לא,1180
דצמבר 2025,קינג קונג רעננה,658,"תרד תורכי,קג",6,20,לא,120
דצמבר 2025,קינג קונג רעננה,208,"תרד,קג",4,14.8,לא,59.2
נובמבר 2025,לה טייבל תמחורים,1754,"אבוקדו האס,קג",0,20.98,כן,0
נובמבר 2025,לה טייבל תמחורים,1895,"אבוקדו מארז זוג בשל,חבילה",0,7.23,כן,0
נובמבר 2025,לה טייבל תמחורים,1512,"אגס,קג",0,22.03,כן,0
נובמבר 2025,לה טייבל תמחורים,463,"אפונה סינית,נספאק",0,29.38,כן,0
נובמבר 2025,לה טייבל תמחורים,1504,"אפרסמון,קג",0,26.23,כן,0
נובמבר 2025,לה טייבל תמחורים,1557,"בטטה בינוני,קג",0,9.12,כן,0
נובמבר 2025,לה טייבל תמחורים,110,"בטטה גדולה,קג",0,7.54,כן,0
נובמבר 2025,לה טייבל תמחורים,1198,"בננה,קג",0,8.91,כן,0
נובמבר 2025,לה טייבל תמחורים,837,"בצל אדום מקולף גלאט,קג",0,9.38,כן,0
נובמבר 2025,לה טייבל תמחורים,249,"בצל אדום מקולף ללא שורש,קג",0,11.22,כן,0
נובמבר 2025,לה טייבל תמחורים,118,"בצל אדום,קג",0,6.91,כן,0
נובמבר 2025,לה טייבל תמחורים,714,"בצל מקולף גלאט,קג",0,6.6,כן,0
נובמבר 2025,לה טייבל תמחורים,103,"בצל מקולף ללא שורש,קג",0,8.17,כן,0
נובמבר 2025,לה טייבל תמחורים,122,"ברוקולי,קג",0,17.31,כן,0
נובמבר 2025,לה טייבל תמחורים,400,"גזר,קג",0,3.97,כן,0
נובמבר 2025,לה טייבל תמחורים,982,"דלעת יפנית,קג",0,27.81,כן,0
נובמבר 2025,לה טייבל תמחורים,1628,"דלעת,קג",0,6.28,כן,0
נובמבר 2025,לה טייבל תמחורים,79,"זוקיני,קג",0,9.85,כן,0
נובמבר 2025,לה טייבל תמחורים,660,"חציל בלאדי,קג",0,9.17,כן,0
נובמבר 2025,לה טייבל תמחורים,1381,"חציל,קג",0,6.18,כן,0
נובמבר 2025,לה טייבל תמחורים,809,"כרוב לבן גולמי,קג",0,3.08,כן,0
נובמבר 2025,לה טייבל תמחורים,1382,"כרובית,קג",0,10.27,כן,0
נובמבר 2025,לה טייבל תמחורים,156,"כרישה/פרסה,קג",0,14.16,כן,0
נובמבר 2025,לה טייבל תמחורים,730,"ליים,קג",0,13.11,כן,0
נובמבר 2025,לה טייבל תמחורים,1685,"לימון סוג א,קג",0,12.06,כן,0
נובמבר 2025,לה טייבל תמחורים,985,"לימון,קג",0,9.96,כן,0
נובמבר 2025,לה טייבל תמחורים,1074,"מלפפון,קג",0,8.49,כן,0
נובמבר 2025,לה טייבל תמחורים,1216,"סלק,קג",0,4.92,כן,0
נובמבר 2025,לה טייבל תמחורים,344,"עגבניה אשכול,קג",0,12.27,כן,0
נובמבר 2025,לה טייבל תמחורים,901,"עגבניה ביף,קג",0,12.27,כן,0
נובמבר 2025,לה טייבל תמחורים,1285,"עגבניה מרמנד,קג",0,34.63,כן,0
נובמבר 2025,לה טייבל תמחורים,954,"עגבניה תמר גדולות,קג",0,10.9,כן,0
נובמבר 2025,לה טייבל תמחורים,1467,"עגבניות מגי,נספאק",0,23.61,כן,0
נובמבר 2025,לה טייבל תמחורים,644,"עגבניות שרי מנומר,קג",0,20.46,כן,0
נובמבר 2025,לה טייבל תמחורים,640,"עגבניות שרי צהוב,קג",0,19.41,כן,0
נובמבר 2025,לה טייבל תמחורים,563,"עגבניות שרי תמר,קג",0,19.93,כן,0
נובמבר 2025,לה טייבל תמחורים,1275,"פומלה,קג",0,12.48,כן,0
נובמבר 2025,לה טייבל תמחורים,1511,"פומלית,קג",0,8.17,כן,0
נובמבר 2025,לה טייבל תמחורים,329,"פטל אדום,נספאק",0,34.32,כן,0
נובמבר 2025,לה טייבל תמחורים,1421,"פלפל אדום,קג",0,9.54,כן,0
נובמבר 2025,לה טייבל תמחורים,1383,"פלפל ירוק חריף,קג",0,10.27,כן,0
נובמבר 2025,לה טייבל תמחורים,304,"פלפל ירוק,קג",0,9.43,כן,0
נובמבר 2025,לה טייבל תמחורים,1499,"פלפל כתום,קג",0,13.63,כן,0
נובמבר 2025,לה טייבל תמחורים,1419,"פלפל צהוב,קג",0,9.85,כן,0
נובמבר 2025,לה טייבל תמחורים,1260,"פלפל שושקה אדום,קג",0,23.08,כן,0
נובמבר 2025,לה טייבל תמחורים,870,"קולורבי,קג",0,7.33,כן,0
נובמבר 2025,לה טייבל תמחורים,1514,"קיווי,קג",0,24.97,כן,0
נובמבר 2025,לה טייבל תמחורים,1327,"קישוא,קג",0,13.53,כן,0
נובמבר 2025,לה טייבל תמחורים,1733,"קרמבולה,קג",0,40.93,כן,0
נובמבר 2025,לה טייבל תמחורים,875,"שומר,קג",0,7.86,כן,0
נובמבר 2025,לה טייבל תמחורים,634,"שעועית,קג",0,31.38,כן,0
נובמבר 2025,לה טייבל תמחורים,1408,"תות שדה,נספאק",0,52.38,כן,0
