תקופה,שם לקוח,מקט,שם פריט,כמות,מחיר,מחיר תקליט,סהכ לפריט
נובמבר 2025,פאט ויני קריות,1517,"אנדיב אדום ארוז זוג,נספאק",56,22,לא,1232
נובמבר 2025,פאט ויני קריות,28,"בזיליקום,קג",35,18.4,לא,644
נובמבר 2025,פאט ויני קריות,110,"בטטה גדולה,קג",39,7.33,כן,286.24
נובמבר 2025,פאט ויני קריות,110,"בטטה גדולה,קג",69,7.54,כן,520.91
נובמבר 2025,פאט ויני קריות,837,"בצל אדום מקולף גלאט,קג",100,9.38,כן,938.7
נובמבר 2025,פאט ויני קריות,103,"בצל מקולף ללא שורש,קג",95,8.17,כן,777.05
נובמבר 2025,פאט ויני קריות,122,"ברוקולי,קג",14,17.31,כן,242.4
נובמבר 2025,פאט ויני קריות,122,"ברוקולי,קג",14,22.56,כן,315.9
נובמבר 2025,פאט ויני קריות,122,"ברוקולי,קג",7,23.61,כן,165.3
נובמבר 2025,פאט ויני קריות,400,"גזר,קג",2.5,3.66,כן,9.16
נובמבר 2025,פאט ויני קריות,400,"גזר,קג",10,3.97,כן,39.79
נובמבר 2025,פאט ויני קריות,79,"זוקיני,קג",7,9.64,כן,67.54
נובמבר 2025,פאט ויני קריות,1639,"חסה לאליק,נספאק",246,8.8,לא,2164.8
נובמבר 2025,פאט ויני קריות,685,"חסה לבבות קיסר,קג",336,19.5,לא,6552
נובמבר 2025,פאט ויני קריות,871,"חסה סלנובה,נספאק",70,8.5,לא,595
נובמבר 2025,פאט ויני קריות,1381,"חציל,קג",4,6.18,כן,24.73
נובמבר 2025,פאט ויני קריות,1381,"חציל,קג",9,6.28,כן,56.6
נובמבר 2025,פאט ויני קריות,1381,"חציל,קג",2,6.97,כן,13.94
נובמבר 2025,פאט ויני קריות,1381,"חציל,קג",8,7.33,כן,58.71
נובמבר 2025,פאט ויני קריות,1381,"חציל,קג",7,7.75,כן,54.31
נובמבר 2025,פאט ויני קריות,156,"כרישה/פרסה,קג",34,14.16,כן,481.59
נובמבר 2025,פאט ויני קריות,730,"ליים,קג",3,13.11,כן,39.34
נובמבר 2025,פאט ויני קריות,1685,"לימון סוג א,קג",66,12.06,כן,796.25
נובמבר 2025,פאט ויני קריות,1074,"מלפפון,קג",18,5.02,כן,90.53
נובמבר 2025,פאט ויני קריות,1074,"מלפפון,קג",28,5.5,כן,154.05
נובמבר 2025,פאט ויני קריות,1074,"מלפפון,קג",13,5.71,כן,74.25
נובמבר 2025,פאט ויני קריות,1074,"מלפפון,קג",20,6.39,כן,127.89
נובמבר 2025,פאט ויני קריות,1074,"מלפפון,קג",30,8.49,כן,254.83
נובמבר 2025,פאט ויני קריות,553,"נענע בלדי,קג",1,18,לא,18
נובמבר 2025,פאט ויני קריות,51,"נענע,קג",14,12,לא,168
נובמבר 2025,פאט ויני קריות,1216,"סלק,קג",2,4.6,כן,9.21
נובמבר 2025,פאט ויני קריות,1216,"סלק,קג",11,4.92,כן,54.16
נובמבר 2025,פאט ויני קריות,97,"סלרי,יחידה",14,3.5,לא,49
נובמבר 2025,פאט ויני קריות,344,"עגבניה אשכול,קג",65,11.95,כן,777.36
נובמבר 2025,פאט ויני קריות,344,"עגבניה אשכול,קג",165,12.27,כן,2025.29
נובמבר 2025,פאט ויני קריות,344,"עגבניה אשכול,קג",30,12.79,כן,383.98
נובמבר 2025,פאט ויני קריות,344,"עגבניה אשכול,קג",70,13.11,כן,918.01
נובמבר 2025,פאט ויני קריות,1467,"עגבניות מגי,נספאק",9,23.08,כן,207.8
נובמבר 2025,פאט ויני קריות,1467,"עגבניות מגי,נספאק",38,23.61,כן,897.35
נובמבר 2025,פאט ויני קריות,1467,"עגבניות מגי,נספאק",15,25.18,כן,377.84
נובמבר 2025,פאט ויני קריות,1467,"עגבניות מגי,נספאק",9,25.71,כן,231.43
נובמבר 2025,פאט ויני קריות,644,"עגבניות שרי מנומר,קג",5,19.41,כן,97.07
נובמבר 2025,פאט ויני קריות,644,"עגבניות שרי מנומר,קג",108,20.46,כן,2210.16
נובמבר 2025,פאט ויני קריות,640,"עגבניות שרי צהוב,קג",105,19.41,כן,2038.52
נובמבר 2025,פאט ויני קריות,640,"עגבניות שרי צהוב,קג",72,20.46,כן,1473.44
נובמבר 2025,פאט ויני קריות,563,"עגבניות שרי תמר,קג",23,19.41,כן,446.53
נובמבר 2025,פאט ויני קריות,563,"עגבניות שרי תמר,קג",110,19.93,כן,2193.34
נובמבר 2025,פאט ויני קריות,563,"עגבניות שרי תמר,קג",72,20.46,כן,1473.44
נובמבר 2025,פאט ויני קריות,54,"עירית,חבילה",8,2.8,לא,22.4
נובמבר 2025,פאט ויני קריות,44,"פטרוזיליה,קג",40,9.9,לא,396
נובמבר 2025,פאט ויני קריות,65,"פטריות א-ת,קג",102,25.4,לא,2590.8
נובמבר 2025,פאט ויני קריות,565,"פטריות פורטבלה גדולות,קג",95,28,לא,2660
נובמבר 2025,פאט ויני קריות,1421,"פלפל אדום,קג",8,9.22,כן,73.83
נובמבר 2025,פאט ויני קריות,1421,"פלפל אדום,קג",4,9.33,כן,37.33
נובמבר 2025,פאט ויני קריות,1383,"פלפל ירוק חריף,קג",2,10.27,כן,20.55
נובמבר 2025,פאט ויני קריות,1383,"פלפל ירוק חריף,קג",3,11.22,כן,33.67
נובמבר 2025,פאט ויני קריות,1383,"פלפל ירוק חריף,קג",4,12.06,כן,48.25
נובמבר 2025,פאט ויני קריות,1419,"פלפל צהוב,קג",20,9.85,כן,197.19
נובמבר 2025,פאט ויני קריות,1419,"פלפל צהוב,קג",17,11.53,כן,196.17
נובמבר 2025,פאט ויני קריות,1419,"פלפל צהוב,קג",37,11.74,כן,434.73
נובמבר 2025,פאט ויני קריות,1419,"פלפל צהוב,קג",12,13.21,כן,158.63
נובמבר 2025,פאט ויני קריות,119,"צ'ילי אדום,קג",16.5,20.5,לא,338.25
נובמבר 2025,פאט ויני קריות,34,"רוזמרין,קג",0.5,13,לא,6.5
נובמבר 2025,פאט ויני קריות,63,"רוקולה,קג",22.5,16,לא,360
נובמבר 2025,פאט ויני קריות,190,"שום קלוף מובחר,קג",92,27,לא,2484
נובמבר 2025,פאט ויני קריות,1847,"שעועית שטופה ארוזה,קג",1,27.28,כן,27.28
נובמבר 2025,פאט ויני קריות,634,"שעועית,קג",3,35.68,כן,107.06
נובמבר 2025,פאט ויני קריות,1255,"תירס לבן,יחידה",91,3.9,לא,354.9
נובמבר 2025,פאט ויני קריות,855,"תפו""א באטר,קג",395,4.5,לא,1777.5
נובמבר 2025,פאט ויני קריות,1503,"תפוז רגיל,קג",6,8.91,כן,53.48
נובמבר 2025,פאט ויני קריות,658,"תרד תורכי,קג",70,20,לא,1400
נובמבר 2025,פאט ויני רגבה (שי),1512,"אגס,קג",11,19.41,כן,213.55
נובמבר 2025,פאט ויני רגבה (שי),1512,"אגס,קג",18,20.46,כן,368.36
נובמבר 2025,פאט ויני רגבה (שי),1512,"אגס,קג",26,22.03,כן,573.02
נובמבר 2025,פאט ויני רגבה (שי),39,"אורגנו,קג",5,19.9,לא,99.5
נובמבר 2025,פאט ויני רגבה (שי),1517,"אנדיב אדום ארוז זוג,נספאק",23,22,לא,506
נובמבר 2025,פאט ויני רגבה (שי),28,"בזיליקום,קג",28,18.4,לא,515.2
נובמבר 2025,פאט ויני רגבה (שי),110,"בטטה גדולה,קג",15,7.33,כן,110.09
נובמבר 2025,פאט ויני רגבה (שי),110,"בטטה גדולה,קג",33,7.54,כן,249.13
נובמבר 2025,פאט ויני רגבה (שי),249,"בצל אדום מקולף ללא שורש,קג",45,11.22,כן,505.1
נובמבר 2025,פאט ויני רגבה (שי),103,"בצל מקולף ללא שורש,קג",155,8.17,כן,1267.82
נובמבר 2025,פאט ויני רגבה (שי),122,"ברוקולי,קג",14,17.31,כן,242.4
נובמבר 2025,פאט ויני רגבה (שי),122,"ברוקולי,קג",3,22.56,כן,67.69
נובמבר 2025,פאט ויני רגבה (שי),122,"ברוקולי,קג",4,23.61,כן,94.45
נובמבר 2025,פאט ויני רגבה (שי),400,"גזר,קג",7.5,3.66,כן,27.48
נובמבר 2025,פאט ויני רגבה (שי),400,"גזר,קג",15,3.97,כן,59.69
נובמבר 2025,פאט ויני רגבה (שי),1639,"חסה לאליק,נספאק",253,8.8,לא,2226.4
נובמבר 2025,פאט ויני רגבה (שי),685,"חסה לבבות קיסר,קג",233,19.5,לא,4543.5
נובמבר 2025,פאט ויני רגבה (שי),871,"חסה סלנובה,נספאק",35,8.5,לא,297.5
נובמבר 2025,פאט ויני רגבה (שי),1381,"חציל,קג",9,6.18,כן,55.66
נובמבר 2025,פאט ויני רגבה (שי),1381,"חציל,קג",4,6.28,כן,25.15
נובמבר 2025,פאט ויני רגבה (שי),1381,"חציל,קג",2,6.97,כן,13.94
נובמבר 2025,פאט ויני רגבה (שי),1381,"חציל,קג",4,7.33,כן,29.35
נובמבר 2025,פאט ויני רגבה (שי),1381,"חציל,קג",4,7.75,כן,31.03
נובמבר 2025,פאט ויני רגבה (שי),42,"טימין,קג",2,16,לא,32
נובמבר 2025,פאט ויני רגבה (שי),156,"כרישה/פרסה,קג",33,14.16,כן,467.42
נובמבר 2025,פאט ויני רגבה (שי),730,"ליים,קג",9,13.11,כן,118.03
נובמבר 2025,פאט ויני רגבה (שי),1685,"לימון סוג א,קג",43,12.06,כן,518.77
נובמבר 2025,פאט ויני רגבה (שי),1074,"מלפפון,קג",14,5.02,כן,70.41
נובמבר 2025,פאט ויני רגבה (שי),1074,"מלפפון,קג",15,5.5,כן,82.53
נובמבר 2025,פאט ויני רגבה (שי),1074,"מלפפון,קג",8,5.71,כן,45.69
נובמבר 2025,פאט ויני רגבה (שי),1074,"מלפפון,קג",17,6.39,כן,108.7
נובמבר 2025,פאט ויני רגבה (שי),1074,"מלפפון,קג",26,8.49,כן,220.85
נובמבר 2025,פאט ויני רגבה (שי),51,"נענע,קג",3.5,12,לא,42
נובמבר 2025,פאט ויני רגבה (שי),1216,"סלק,קג",4,4.5,כן,18.01
נובמבר 2025,פאט ויני רגבה (שי),1216,"סלק,קג",2,4.6,כן,9.21
נובמבר 2025,פאט ויני רגבה (שי),1216,"סלק,קג",8,4.92,כן,39.39
נובמבר 2025,פאט ויני רגבה (שי),97,"סלרי,יחידה",40,3.5,לא,140
נובמבר 2025,פאט ויני רגבה (שי),344,"עגבניה אשכול,קג",85,11.95,כן,1016.55
נובמבר 2025,פאט ויני רגבה (שי),344,"עגבניה אשכול,קג",150,12.27,כן,1841.17
נובמבר 2025,פאט ויני רגבה (שי),344,"עגבניה אשכול,קג",45,12.79,כן,575.97
נובמבר 2025,פאט ויני רגבה (שי),344,"עגבניה אשכול,קג",75,13.11,כן,983.58
נובמבר 2025,פאט ויני רגבה (שי),1467,"עגבניות מגי,נספאק",5,23.08,כן,115.44
נובמבר 2025,פאט ויני רגבה (שי),1467,"עגבניות מגי,נספאק",34,23.61,כן,802.89
נובמבר 2025,פאט ויני רגבה (שי),1467,"עגבניות מגי,נספאק",17,25.18,כן,428.22
נובמבר 2025,פאט ויני רגבה (שי),1467,"עגבניות מגי,נספאק",11,25.71,כן,282.85
נובמבר 2025,פאט ויני רגבה (שי),644,"עגבניות שרי מנומר,קג",8,19.41,כן,155.31
נובמבר 2025,פאט ויני רגבה (שי),644,"עגבניות שרי מנומר,קג",42,20.46,כן,859.5
נובמבר 2025,פאט ויני רגבה (שי),640,"עגבניות שרי צהוב,קג",44,19.41,כן,854.23
נובמבר 2025,פאט ויני רגבה (שי),640,"עגבניות שרי צהוב,קג",36,20.46,כן,736.72
נובמבר 2025,פאט ויני רגבה (שי),563,"עגבניות שרי תמר,קג",18,19.41,כן,349.46
נובמבר 2025,פאט ויני רגבה (שי),563,"עגבניות שרי תמר,קג",70,19.93,כן,1395.76
נובמבר 2025,פאט ויני רגבה (שי),563,"עגבניות שרי תמר,קג",66,20.46,כן,1350.65
נובמבר 2025,פאט ויני רגבה (שי),54,"עירית,חבילה",8,2.8,לא,22.4
נובמבר 2025,פאט ויני רגבה (שי),44,"פטרוזיליה,קג",30,9.9,לא,297
נובמבר 2025,פאט ויני רגבה (שי),65,"פטריות א-ת,קג",79,25.4,לא,2006.6
נובמבר 2025,פאט ויני רגבה (שי),565,"פטריות פורטבלה גדולות,קג",51,28,לא,1428
נובמבר 2025,פאט ויני רגבה (שי),1383,"פלפל ירוק חריף,קג",2,10.27,כן,20.55
נובמבר 2025,פאט ויני רגבה (שי),1383,"פלפל ירוק חריף,קג",2,11.22,כן,22.44
נובמבר 2025,פאט ויני רגבה (שי),1383,"פלפל ירוק חריף,קג",4,11.95,כן,47.83
נובמבר 2025,פאט ויני רגבה (שי),1383,"פלפל ירוק חריף,קג",3,12.06,כן,36.19
נובמבר 2025,פאט ויני רגבה (שי),1419,"פלפל צהוב,קג",8,9.85,כן,78.87
נובמבר 2025,פאט ויני רגבה (שי),1419,"פלפל צהוב,קג",13,11.53,כן,150.01
נובמבר 2025,פאט ויני רגבה (שי),1419,"פלפל צהוב,קג",16,11.74,כן,187.99
נובמבר 2025,פאט ויני רגבה (שי),1419,"פלפל צהוב,קג",5,13.21,כן,66.09
נובמבר 2025,פאט ויני רגבה (שי),119,"צ'ילי אדום,קג",20,20.5,לא,410
נובמבר 2025,פאט ויני רגבה (שי),34,"רוזמרין,קג",0.5,13,לא,6.5
נובמבר 2025,פאט ויני רגבה (שי),63,"רוקולה,קג",16,16,לא,256
נובמבר 2025,פאט ויני רגבה (שי),190,"שום קלוף מובחר,קג",67,27,לא,1809
נובמבר 2025,פאט ויני רגבה (שי),1255,"תירס לבן,יחידה",66,3.9,לא,257.4
נובמבר 2025,פאט ויני רגבה (שי),855,"תפו""א באטר,קג",315,4.5,לא,1417.5
נובמבר 2025,פאט ויני רגבה (שי),1503,"תפוז רגיל,קג",9,8.91,כן,80.23
נובמבר 2025,פאט ויני רגבה (שי),658,"תרד תורכי,קג",31,20,לא,620
נובמבר 2025,פאט ויני רגבה (שי),208,"תרד,קג",15,14.8,לא,222
נובמבר 2025,קינג קונג חדרה,1533,"* פטריות מלך היער ארוז,נספאק",1,12.9,לא,12.9
נובמבר 2025,קינג קונג חדרה,1968,"אגוזי קשיו,קג",17,31.5,לא,535.5
נובמבר 2025,קינג קונג חדרה,538,"אספרגוס בינוני,חבילה",8,22.8,לא,182.4
נובמבר 2025,קינג קונג חדרה,219,"בזיליקום מהדרין,קג",10.5,21,לא,220.5
נובמבר 2025,קינג קונג חדרה,1762,"בטטה יפנית,קג",2,16,לא,32
נובמבר 2025,קינג קונג חדרה,927,"בטטה לבנה,קג",12,16,לא,192
נובמבר 2025,קינג קונג חדרה,928,"בטטה סגולה,קג",15,16,לא,240
נובמבר 2025,קינג קונג חדרה,1198,"בננה,קג",6,7.86,כן,47.18
נובמבר 2025,קינג קונג חדרה,1198,"בננה,קג",3,8.91,כן,26.74
נובמבר 2025,קינג קונג חדרה,1198,"בננה,קג",3,9.33,כן,28
נובמבר 2025,קינג קונג חדרה,1198,"בננה,קג",4,11.43,כן,45.73
נובמבר 2025,קינג קונג חדרה,1198,"בננה,קג",1,11.74,כן,11.74
נובמבר 2025,קינג קונג חדרה,118,"בצל אדום,קג",4,4.5,כן,18.01
נובמבר 2025,קינג קונג חדרה,118,"בצל אדום,קג",4,4.81,כן,19.27
נובמבר 2025,קינג קונג חדרה,118,"בצל אדום,קג",8,6.91,כן,55.35
נובמבר 2025,קינג קונג חדרה,1456,"בצל ירוק מהדרין,חבילה",340,3.8,לא,1292
נובמבר 2025,קינג קונג חדרה,714,"בצל מקולף גלאט,קג",100,6.6,כן,660.45
נובמבר 2025,קינג קונג חדרה,400,"גזר,קג",25,3.66,כן,91.61
נובמבר 2025,קינג קונג חדרה,400,"גזר,קג",47.5,3.97,כן,189.02
נובמבר 2025,קינג קונג חדרה,78,"ג'ינג'ר,קג",21,21,לא,441
נובמבר 2025,קינג קונג חדרה,1299,"גלנגל קפוא,חבילה",10,16,לא,160
נובמבר 2025,קינג קונג חדרה,79,"זוקיני,קג",1,8.07,כן,8.07
נובמבר 2025,קינג קונג חדרה,79,"זוקיני,קג",1,9.12,כן,9.12
נובמבר 2025,קינג קונג חדרה,79,"זוקיני,קג",2,9.64,כן,19.29
נובמבר 2025,קינג קונג חדרה,79,"זוקיני,קג",1,9.85,כן,9.85
נובמבר 2025,קינג קונג חדרה,1899,"חסה לאליק אדום מהדרין,נספאק",18,9.2,לא,165.6
